delivery_id,order_id,delivery_distance_km,preparation_time_min,delivery_time_min,tip_amount,delivery_status
DLY000481,O018763,1.39,29,35.9,190.2,Delivered
DLY000482,O014166,1.96,19,44.6,42.51,Delivered
DLY000483,O040684,7.74,30,64.4,80.92,Delivered
DLY000484,O025081,4.05,27,70.8,91.35,Delivered
DLY000485,O001823,13.9,12,62.4,8.72,Delivered
DLY000486,O044662,1.12,19,29.4,26.99,Delivered
DLY000487,O006849,2.42,19,52.5,22.62,Delivered
DLY000488,O012636,3.02,15,35.5,79.69,Delivered
DLY000489,O037669,8.55,10,62.3,26.32,Delivered
DLY000490,O006096,5.02,20,53.1,13.6,Delivered
DLY000491,O039249,6.18,24,0.0,0.0,Failed
DLY000492,O010578,0.96,33,60.0,130.43,Delivered
DLY000493,O031075,3.85,16,43.0,17.58,Delivered
DLY000494,O029113,2.28,33,53.8,77.0,Delivered
DLY000495,O010193,2.58,34,67.0,22.97,Delivered
DLY000496,O000315,2.78,11,24.9,122.36,Delivered
DLY000497,O011450,6.03,17,53.6,71.08,Delivered
DLY000498,O030746,2.33,18,59.0,95.18,Delivered
DLY000499,O029703,9.47,17,63.3,27.3,Delivered
DLY000500,O027659,2.8,33,63.0,31.22,Delivered
DLY000501,O023686,2.63,18,42.6,12.13,Delivered
DLY000502,O028376,2.96,17,45.3,26.28,Delivered
DLY000503,O003086,7.95,20,47.3,107.65,Delivered
DLY000504,O049372,5.34,37,88.6,28.03,Delivered
DLY000505,O003752,10.03,30,69.2,22.67,Delivered
DLY000506,O005049,4.3,19,38.6,53.28,Delivered
DLY000507,O029187,11.71,37,74.0,73.99,Delivered
DLY000508,O030709,3.57,30,60.2,14.31,Delivered
DLY000509,O020147,2.46,26,56.3,45.95,Delivered
DLY000510,O032250,2.29,17,37.8,43.9,Delivered
DLY000511,O004970,3.1,18,64.6,209.94,Delivered
DLY000512,O030526,3.82,23,38.6,61.69,Delivered
DLY000513,O018495,11.45,10,56.9,33.85,Delivered
DLY000514,O038065,5.6,28,81.3,44.92,Delivered
DLY000515,O041837,1.99,30,34.5,31.59,Delivered
DLY000516,O032753,1.68,19,46.0,65.92,Delivered
DLY000517,O020074,1.65,21,51.8,10.35,Delivered
DLY000518,O026274,2.77,21,39.4,59.1,Delivered
DLY000519,O013650,5.04,18,62.1,15.04,Delivered
DLY000520,O025534,4.13,19,31.0,21.76,Delivered
DLY000521,O017522,12.52,22,76.3,39.42,Delivered
DLY000522,O025481,2.21,19,60.0,17.63,Delivered
DLY000523,O048235,8.77,25,75.9,31.63,Delivered
DLY000524,O048788,10.83,29,76.5,164.78,Delivered
DLY000525,O032390,1.23,33,50.1,36.89,Delivered
DLY000526,O005087,2.81,19,37.9,43.18,Delivered
DLY000527,O017253,5.71,26,53.6,77.7,Delivered
DLY000528,O004040,4.82,8,44.1,44.91,Delivered
DLY000529,O018387,2.69,13,38.4,34.88,Delivered
DLY000530,O004247,3.92,29,76.6,56.75,Delivered
DLY000531,O018628,4.7,17,0.0,0.0,Failed
DLY000532,O000880,3.32,22,54.1,63.78,Delivered
DLY000533,O023299,0.87,27,54.7,92.51,Delivered
DLY000534,O029753,1.32,23,46.8,29.4,Delivered
DLY000535,O030173,10.04,21,65.7,16.04,Delivered
DLY000536,O028560,3.59,44,69.5,117.64,Delivered
DLY000537,O018864,1.1,34,63.4,43.68,Delivered
DLY000538,O043344,2.29,43,62.2,44.06,Delivered
DLY000539,O034211,2.13,15,36.3,33.85,Delivered
DLY000540,O026084,4.34,15,36.1,19.37,Delivered
DLY000541,O001942,3.85,31,36.2,46.05,Delivered
DLY000542,O022226,3.12,22,30.7,41.2,Delivered
DLY000543,O044692,4.63,27,60.7,70.34,Delivered
DLY000544,O043240,0.96,17,57.8,9.89,Delivered
DLY000545,O023860,3.02,24,48.4,20.7,Delivered
DLY000546,O014159,1.8,18,24.2,130.05,Delivered
DLY000547,O033876,6.99,26,45.3,115.06,Delivered
DLY000548,O048105,4.89,25,49.8,29.86,Delivered
DLY000549,O023450,7.3,7,34.1,16.22,Delivered
DLY000550,O006624,5.74,30,46.9,66.56,Delivered
DLY000551,O038265,3.92,25,61.7,28.25,Delivered
DLY000552,O026242,0.71,14,38.6,19.79,Delivered
DLY000553,O047592,1.81,17,33.2,24.33,Delivered
DLY000554,O024156,7.53,34,69.9,40.92,Delivered
DLY000555,O032059,3.85,18,0.0,0.0,Failed
DLY000556,O009332,3.32,19,61.2,99.42,Delivered
DLY000557,O043565,5.7,7,41.7,31.03,Delivered
DLY000558,O003494,9.03,16,58.2,26.03,Delivered
DLY000559,O004879,5.34,31,78.8,62.72,Delivered
DLY000560,O047063,8.15,12,59.7,7.71,Delivered
DLY000561,O000999,1.05,36,70.7,12.39,Delivered
DLY000562,O037087,12.82,35,87.8,55.93,Delivered
DLY000563,O036438,4.12,11,42.7,125.43,Delivered
DLY000564,O034750,5.96,34,66.7,47.99,Delivered
DLY000565,O028617,2.4,7,33.6,23.27,Delivered
DLY000566,O037096,0.5,38,75.8,164.27,Delivered
DLY000567,O022811,6.9,17,60.3,33.14,Delivered
DLY000568,O007143,9.54,25,67.9,26.81,Delivered
DLY000569,O021559,6.11,28,79.5,27.83,Delivered
DLY000570,O009936,3.03,16,56.7,26.34,Delivered
DLY000571,O004789,2.01,17,53.1,16.33,Delivered
DLY000572,O030511,2.21,30,54.1,163.7,Delivered
DLY000573,O031190,5.4,19,48.9,63.39,Delivered
DLY000574,O020084,1.58,20,49.4,17.12,Delivered
DLY000575,O010824,1.29,25,56.5,30.42,Delivered
DLY000576,O000673,3.49,15,32.7,29.26,Delivered
DLY000577,O015595,7.67,45,99.0,25.96,Delivered
DLY000578,O043049,2.36,12,33.7,94.75,Delivered
DLY000579,O021912,4.02,24,68.2,85.05,Delivered
DLY000580,O011869,4.68,23,69.1,50.82,Delivered
DLY000581,O034691,4.01,40,86.1,27.71,Delivered
DLY000582,O011322,3.66,26,53.6,128.98,Delivered
DLY000583,O044212,1.49,19,54.2,31.19,Delivered
DLY000584,O024615,1.74,36,60.5,8.7,Delivered
DLY000585,O012006,5.02,17,50.2,5.47,Delivered
DLY000586,O003940,0.92,15,10.0,102.68,Delivered
DLY000587,O004614,8.95,15,80.3,15.26,Delivered
DLY000588,O036760,6.9,18,39.3,25.07,Delivered
DLY000589,O031459,13.78,51,121.6,20.12,Delivered
DLY000590,O044953,3.76,31,47.7,19.65,Delivered
DLY000591,O004348,2.41,28,0.0,0.0,Failed
DLY000592,O039328,0.83,12,47.3,23.52,Delivered
DLY000593,O049923,2.66,34,66.3,14.24,Delivered
DLY000594,O022394,7.41,26,58.3,89.42,Delivered
DLY000595,O003157,0.86,33,56.7,41.02,Delivered
DLY000596,O029918,0.5,12,0.0,0.0,Failed
DLY000597,O037224,0.7,32,56.8,38.49,Delivered
DLY000598,O013479,14.29,25,93.3,91.86,Delivered
DLY000599,O013872,4.6,26,62.6,28.15,Delivered
DLY000600,O038556,2.56,16,31.4,54.99,Delivered
DLY000601,O025330,1.86,25,62.1,95.78,Delivered
DLY000602,O044685,7.68,24,69.2,34.05,Delivered
DLY000603,O000986,5.5,31,56.4,18.3,Delivered
DLY000604,O037140,4.42,36,74.6,3.57,Delivered
DLY000605,O035034,0.74,14,17.0,9.65,Delivered
DLY000606,O023731,10.04,18,68.4,93.56,Delivered
DLY000607,O007531,7.43,23,55.8,65.61,Delivered
DLY000608,O044395,5.37,39,0.0,0.0,Failed
DLY000609,O032949,3.15,35,54.7,53.43,Delivered
DLY000610,O030878,1.65,13,29.5,46.39,Delivered
DLY000611,O029931,6.07,29,77.9,75.59,Delivered
DLY000612,O023416,4.39,38,56.9,58.16,Delivered
DLY000613,O006060,3.56,26,55.1,30.41,Delivered
DLY000614,O023680,3.94,31,65.2,50.46,Delivered
DLY000615,O015941,0.59,10,0.0,0.0,Failed
DLY000616,O006949,8.75,45,76.8,3.21,Delivered
DLY000617,O030096,5.8,9,35.5,53.83,Delivered
DLY000618,O041340,4.27,15,31.3,44.19,Delivered
DLY000619,O049599,4.82,13,50.1,29.67,Delivered
DLY000620,O033184,4.94,8,25.0,41.01,Delivered
DLY000621,O016581,2.5,29,38.8,32.72,Delivered
DLY000622,O001389,1.25,25,60.0,26.91,Delivered
DLY000623,O021351,1.81,21,38.1,62.03,Delivered
DLY000624,O049751,5.19,20,44.5,121.15,Delivered
DLY000625,O034432,1.1,44,71.1,44.59,Delivered
DLY000626,O024455,1.99,11,37.0,47.99,Delivered
DLY000627,O040360,2.86,40,73.7,18.92,Delivered
DLY000628,O018578,3.93,36,82.2,35.19,Delivered
DLY000629,O033452,8.83,22,0.0,0.0,Failed
DLY000630,O047853,3.47,20,37.2,50.58,Delivered
DLY000631,O000005,1.02,18,43.9,47.61,Delivered
DLY000632,O029183,2.33,16,0.0,0.0,Failed
DLY000633,O008231,2.44,43,77.7,10.42,Delivered
DLY000634,O005947,3.17,21,38.0,91.72,Delivered
DLY000635,O007823,9.4,21,66.3,123.05,Delivered
DLY000636,O019487,2.63,10,45.9,34.0,Delivered
DLY000637,O015385,6.15,17,45.0,18.17,Delivered
DLY000638,O041100,3.85,17,47.4,45.38,Delivered
DLY000639,O018184,4.69,28,57.5,31.48,Delivered
DLY000640,O027162,0.5,12,33.3,70.39,Delivered
DLY000641,O011646,4.58,30,64.1,82.17,Delivered
DLY000642,O024391,15.84,36,86.6,47.54,Delivered
DLY000643,O004851,2.18,46,67.2,16.14,Delivered
DLY000644,O047436,3.35,27,47.6,40.18,Delivered
DLY000645,O042207,6.59,18,60.1,128.96,Delivered
DLY000646,O045341,3.63,14,39.6,88.0,Delivered
DLY000647,O028170,2.75,30,75.8,39.06,Delivered
DLY000648,O003420,4.56,19,39.5,20.69,Delivered
DLY000649,O042591,4.73,24,62.3,17.51,Delivered
DLY000650,O038735,3.4,24,0.0,0.0,Failed
DLY000651,O036720,7.71,25,51.3,20.02,Delivered
DLY000652,O029498,2.11,31,75.0,16.38,Delivered
DLY000653,O004363,6.1,16,60.7,32.77,Delivered
DLY000654,O004029,6.54,25,63.2,23.41,Delivered
DLY000655,O003427,3.02,15,35.1,56.24,Delivered
DLY000656,O020269,2.68,39,58.2,39.93,Delivered
DLY000657,O020058,2.51,21,37.6,35.74,Delivered
DLY000658,O011479,3.6,9,45.6,29.8,Delivered
DLY000659,O047945,2.11,37,52.6,34.62,Delivered
DLY000660,O029393,5.05,20,51.8,24.03,Delivered
DLY000661,O029047,2.14,29,62.1,22.57,Delivered
DLY000662,O008565,1.77,24,31.8,22.03,Delivered
DLY000663,O039507,1.36,25,27.2,17.39,Delivered
DLY000664,O049805,2.15,30,69.7,56.2,Delivered
DLY000665,O025450,3.18,24,54.6,40.54,Delivered
DLY000666,O034922,1.55,22,49.2,20.34,Delivered
DLY000667,O030478,3.62,15,44.7,141.89,Delivered
DLY000668,O013520,0.83,17,34.5,15.59,Delivered
DLY000669,O034008,7.62,22,48.0,14.43,Delivered
DLY000670,O021316,2.16,17,29.4,15.32,Delivered
DLY000671,O042425,1.36,25,36.1,13.86,Delivered
DLY000672,O048901,4.65,24,70.1,169.12,Delivered
DLY000673,O047633,7.26,8,38.4,64.82,Delivered
DLY000674,O049789,5.42,28,0.0,0.0,Failed
DLY000675,O044232,2.88,21,60.6,140.39,Delivered
DLY000676,O010724,7.67,17,53.9,15.98,Delivered
DLY000677,O013155,11.35,36,91.6,16.62,Delivered
DLY000678,O013763,6.94,6,33.3,34.17,Delivered
DLY000679,O042812,3.19,13,32.4,32.39,Delivered
DLY000680,O030804,9.63,20,66.1,11.51,Delivered
DLY000681,O036261,5.24,33,73.8,16.76,Delivered
DLY000682,O021437,1.87,33,69.0,29.0,Delivered
DLY000683,O025971,0.5,21,54.4,22.79,Delivered
DLY000684,O032204,13.29,12,71.1,53.67,Delivered
DLY000685,O007181,3.05,13,46.2,61.3,Delivered
DLY000686,O041281,1.82,37,44.8,30.04,Delivered
DLY000687,O028087,3.81,27,40.2,36.68,Delivered
DLY000688,O013702,2.38,18,34.4,26.45,Delivered
DLY000689,O001004,4.73,31,84.6,125.15,Delivered
DLY000690,O009059,4.4,15,63.3,71.18,Delivered
DLY000691,O044235,13.27,23,71.1,28.75,Delivered
DLY000692,O025675,0.59,14,10.0,32.67,Delivered
DLY000693,O045056,5.24,37,60.7,96.59,Delivered
DLY000694,O035144,1.34,25,48.7,86.2,Delivered
DLY000695,O038163,1.5,20,44.2,37.29,Delivered
DLY000696,O022477,6.83,7,59.6,74.64,Delivered
DLY000697,O023007,0.99,29,66.5,27.21,Delivered
DLY000698,O045344,3.7,19,43.8,19.08,Delivered
DLY000699,O036128,3.37,31,71.4,32.21,Delivered
DLY000700,O049710,1.0,24,41.2,133.99,Delivered
DLY000701,O013099,1.46,11,29.8,3.19,Delivered
DLY000702,O037196,13.97,17,73.0,18.24,Delivered
DLY000703,O004108,8.8,17,60.4,3.22,Delivered
DLY000704,O041336,5.57,23,65.9,45.3,Delivered
DLY000705,O025223,4.46,10,0.0,0.0,Failed
DLY000706,O035840,4.26,39,71.3,5.6,Delivered
DLY000707,O029719,4.44,22,53.7,30.05,Delivered
DLY000708,O046953,3.07,22,44.2,48.55,Delivered
DLY000709,O029828,5.31,38,85.0,90.53,Delivered
DLY000710,O017543,2.26,38,61.5,104.71,Delivered
DLY000711,O024916,4.8,10,0.0,0.0,Failed
DLY000712,O004514,3.12,10,0.0,0.0,Failed
DLY000713,O019937,5.15,17,29.6,14.38,Delivered
DLY000714,O046525,1.72,13,24.0,69.18,Delivered
DLY000715,O024511,9.0,42,79.1,86.75,Delivered
DLY000716,O027442,3.66,10,43.8,10.7,Delivered
DLY000717,O012002,3.98,7,34.4,55.19,Delivered
DLY000718,O023354,6.55,14,54.0,6.41,Delivered
DLY000719,O027293,1.33,35,65.6,34.44,Delivered
DLY000720,O034204,2.4,13,0.0,0.0,Failed
DLY000721,O012148,6.57,50,79.9,39.47,Delivered
DLY000722,O015292,1.89,36,77.7,27.42,Delivered
DLY000723,O046880,2.45,16,20.8,32.26,Delivered
DLY000724,O008691,3.81,24,35.4,104.3,Delivered
DLY000725,O012654,8.7,14,0.0,0.0,Failed
DLY000726,O031470,1.46,23,43.7,17.19,Delivered
DLY000727,O002955,5.34,30,61.4,37.91,Delivered
DLY000728,O003004,4.24,37,65.8,102.54,Delivered
DLY000729,O015814,3.3,10,51.0,127.77,Delivered
DLY000730,O006657,1.99,20,62.9,8.49,Delivered
DLY000731,O012774,6.52,21,45.8,268.53,Delivered
DLY000732,O039531,6.57,40,89.0,20.26,Delivered
DLY000733,O034408,5.7,9,0.0,0.0,Failed
DLY000734,O008837,0.67,19,40.4,78.32,Delivered
DLY000735,O014618,1.6,13,57.0,81.85,Delivered
DLY000736,O022836,2.56,10,14.1,86.9,Delivered
DLY000737,O015981,10.49,15,55.9,61.08,Delivered
DLY000738,O037916,2.36,23,47.0,83.89,Delivered
DLY000739,O001571,12.73,12,63.3,10.61,Delivered
DLY000740,O035908,1.85,25,62.4,25.31,Delivered
DLY000741,O026090,2.05,12,36.1,21.91,Delivered
DLY000742,O020914,5.67,13,37.2,13.92,Delivered
DLY000743,O009958,0.56,13,16.8,11.68,Delivered
DLY000744,O018276,2.02,36,75.3,38.88,Delivered
DLY000745,O015432,3.45,28,58.0,64.43,Delivered
DLY000746,O023494,1.21,27,34.8,41.15,Delivered
DLY000747,O015790,7.58,25,60.9,118.96,Delivered
DLY000748,O035780,0.75,14,27.5,31.29,Delivered
DLY000749,O011981,4.11,19,47.8,66.18,Delivered
DLY000750,O044906,4.98,24,60.6,24.82,Delivered
DLY000751,O035763,2.29,6,38.7,27.03,Delivered
DLY000752,O027093,2.67,29,52.3,29.27,Delivered
DLY000753,O046835,2.7,29,54.2,46.42,Delivered
DLY000754,O033438,5.3,16,34.9,38.67,Delivered
DLY000755,O047381,4.43,35,62.1,23.1,Delivered
DLY000756,O001591,1.63,19,45.7,79.63,Delivered
DLY000757,O026756,2.27,16,50.7,148.07,Delivered
DLY000758,O021759,4.69,27,60.6,45.95,Delivered
DLY000759,O003002,5.79,29,69.0,26.47,Delivered
DLY000760,O044112,0.76,16,39.5,42.28,Delivered
DLY000761,O043520,5.28,17,37.6,46.6,Delivered
DLY000762,O000629,1.01,16,36.1,39.34,Delivered
DLY000763,O020737,11.32,29,89.1,20.18,Delivered
DLY000764,O011903,3.28,12,32.2,69.78,Delivered
DLY000765,O006367,1.52,28,34.9,67.14,Delivered
DLY000766,O017133,5.66,20,50.5,23.82,Delivered
DLY000767,O009479,1.74,5,42.6,37.95,Delivered
DLY000768,O041871,5.14,9,40.5,114.04,Delivered
DLY000769,O012933,3.24,23,47.6,95.39,Delivered
DLY000770,O013642,4.39,34,66.7,34.44,Delivered
DLY000771,O019627,2.7,13,38.9,71.44,Delivered
DLY000772,O009952,6.24,14,40.7,90.61,Delivered
DLY000773,O028963,7.63,15,0.0,0.0,Failed
DLY000774,O028446,5.3,24,73.9,10.39,Delivered
DLY000775,O019699,4.66,14,33.9,20.91,Delivered
DLY000776,O044224,0.59,17,22.4,37.14,Delivered
DLY000777,O002997,1.06,27,40.7,42.01,Delivered
DLY000778,O013638,6.07,11,50.2,16.71,Delivered
DLY000779,O022471,4.35,36,68.4,9.98,Delivered
DLY000780,O036087,1.86,24,38.4,168.46,Delivered
DLY000781,O028918,3.54,14,37.1,16.66,Delivered
DLY000782,O017650,8.24,19,60.7,49.89,Delivered
DLY000783,O027956,2.9,47,77.0,10.57,Delivered
DLY000784,O002855,0.7,8,11.7,31.67,Delivered
DLY000785,O013390,2.18,15,38.7,17.38,Delivered
DLY000786,O013049,6.18,29,66.5,154.37,Delivered
DLY000787,O022333,5.63,45,103.6,65.32,Delivered
DLY000788,O030578,5.31,17,0.0,0.0,Failed
DLY000789,O034735,3.95,30,52.9,35.74,Delivered
DLY000790,O019539,5.37,38,72.6,42.16,Delivered
DLY000791,O039587,3.13,25,53.9,27.71,Delivered
DLY000792,O005573,1.95,22,47.6,11.81,Delivered
DLY000793,O047751,2.64,24,56.6,57.15,Delivered
DLY000794,O030964,0.83,19,39.4,5.97,Delivered
DLY000795,O035496,4.66,31,54.5,68.33,Delivered
DLY000796,O020263,13.77,14,61.6,127.6,Delivered
DLY000797,O044660,1.7,17,19.1,23.43,Delivered
DLY000798,O021746,3.46,13,44.7,8.6,Delivered
DLY000799,O047249,4.14,21,46.9,32.15,Delivered
DLY000800,O036228,3.14,29,0.0,0.0,Failed
DLY000801,O028787,3.21,45,57.3,258.08,Delivered
DLY000802,O035620,2.28,34,64.9,28.57,Delivered
DLY000803,O046000,4.01,28,62.1,32.23,Delivered
DLY000804,O049513,5.02,15,44.6,56.7,Delivered
DLY000805,O044515,2.07,46,76.0,82.39,Delivered
DLY000806,O028684,3.63,20,34.0,32.66,Delivered
DLY000807,O031549,4.7,26,68.7,89.19,Delivered
DLY000808,O031965,1.52,25,46.1,51.28,Delivered
DLY000809,O009434,4.35,31,62.0,43.2,Delivered
DLY000810,O022374,1.48,20,27.1,42.42,Delivered
DLY000811,O021623,8.53,24,0.0,0.0,Failed
DLY000812,O012452,8.45,37,63.3,32.85,Delivered
DLY000813,O011800,2.79,17,37.9,75.77,Delivered
DLY000814,O031389,3.83,37,70.6,155.8,Delivered
DLY000815,O020769,6.43,28,70.5,41.12,Delivered
DLY000816,O004829,0.5,13,30.0,76.6,Delivered
DLY000817,O014590,4.39,51,94.1,51.47,Delivered
DLY000818,O001508,4.91,18,61.9,76.23,Delivered
DLY000819,O018613,2.0,33,70.5,51.58,Delivered
DLY000820,O019303,0.5,16,63.0,43.39,Delivered
DLY000821,O038310,5.92,9,0.0,0.0,Failed
DLY000822,O001739,8.85,28,78.3,23.68,Delivered
DLY000823,O035876,1.88,25,53.7,128.43,Delivered
DLY000824,O047068,2.53,28,43.6,88.83,Delivered
DLY000825,O005115,4.54,21,43.3,8.32,Delivered
DLY000826,O024907,7.26,36,81.1,31.62,Delivered
DLY000827,O007636,5.16,10,44.4,138.86,Delivered
DLY000828,O014399,7.64,28,72.7,14.72,Delivered
DLY000829,O036171,1.5,35,35.7,42.74,Delivered
DLY000830,O009184,4.38,23,56.8,35.09,Delivered
DLY000831,O036797,4.22,36,60.5,15.08,Delivered
DLY000832,O037623,2.97,25,40.8,114.77,Delivered
DLY000833,O001656,6.35,29,66.6,43.65,Delivered
DLY000834,O004327,5.54,25,59.2,39.84,Delivered
DLY000835,O027378,2.16,43,47.6,73.65,Delivered
DLY000836,O019045,4.56,30,62.5,10.24,Delivered
DLY000837,O044329,3.89,47,85.4,76.25,Delivered
DLY000838,O009662,10.95,18,80.1,229.83,Delivered
DLY000839,O015915,2.04,7,21.5,63.15,Delivered
DLY000840,O025467,3.52,15,51.4,160.31,Delivered
DLY000841,O013611,3.16,15,49.8,58.5,Delivered
DLY000842,O011671,2.03,28,42.0,177.06,Delivered
DLY000843,O001220,7.26,22,70.7,113.87,Delivered
DLY000844,O038864,3.32,23,33.3,78.59,Delivered
DLY000845,O012558,3.8,26,39.0,116.03,Delivered
DLY000846,O039144,3.57,16,53.7,20.05,Delivered
DLY000847,O035509,0.82,15,38.2,76.2,Delivered
DLY000848,O011853,2.49,15,50.9,75.37,Delivered
DLY000849,O013239,2.36,21,54.7,129.17,Delivered
DLY000850,O029951,9.18,26,88.1,8.71,Delivered
DLY000851,O027985,2.92,26,33.4,18.11,Delivered
DLY000852,O022091,2.45,11,19.0,65.81,Delivered
DLY000853,O048990,2.7,46,72.7,75.84,Delivered
DLY000854,O040640,7.86,32,69.8,124.04,Delivered
DLY000855,O028912,2.55,24,38.4,9.34,Delivered
DLY000856,O008571,7.34,10,0.0,0.0,Failed
DLY000857,O038432,2.62,17,57.4,99.68,Delivered
DLY000858,O040526,0.5,35,0.0,0.0,Failed
DLY000859,O035550,3.55,24,46.2,24.37,Delivered
DLY000860,O029488,4.04,45,0.0,0.0,Failed
DLY000861,O026038,1.35,22,31.1,41.41,Delivered
DLY000862,O019371,3.43,48,0.0,0.0,Failed
DLY000863,O044735,6.53,10,0.0,0.0,Failed
DLY000864,O006916,2.31,20,0.0,0.0,Failed
DLY000865,O014999,9.53,26,0.0,0.0,Failed
DLY000866,O016751,2.01,28,44.5,73.8,Delivered
DLY000867,O029960,3.78,12,28.7,71.97,Delivered
DLY000868,O028857,9.07,28,92.7,44.8,Delivered
DLY000869,O038912,1.84,24,49.4,47.82,Delivered
DLY000870,O005844,5.93,19,53.5,50.48,Delivered
DLY000871,O015770,5.59,26,49.3,24.84,Delivered
DLY000872,O027099,6.1,19,53.2,32.06,Delivered
DLY000873,O034727,2.19,19,35.1,74.55,Delivered
DLY000874,O020931,10.56,21,78.5,31.92,Delivered
DLY000875,O012314,2.42,32,75.8,6.19,Delivered
DLY000876,O008294,2.21,16,34.1,22.09,Delivered
DLY000877,O049409,6.83,18,61.1,22.24,Delivered
DLY000878,O022320,2.23,40,71.8,29.88,Delivered
DLY000879,O020487,7.53,9,0.0,0.0,Failed
DLY000880,O022611,4.03,21,41.4,6.11,Delivered
DLY000881,O012466,3.74,17,0.0,0.0,Failed
DLY000882,O041513,1.65,29,40.7,21.51,Delivered
DLY000883,O048610,4.1,21,50.4,105.38,Delivered
DLY000884,O017673,2.96,32,45.5,12.21,Delivered
DLY000885,O008566,2.62,40,83.5,63.04,Delivered
DLY000886,O042906,6.57,22,81.9,18.5,Delivered
DLY000887,O033295,2.15,20,57.1,23.45,Delivered
DLY000888,O012929,2.45,15,38.3,28.97,Delivered
DLY000889,O008384,2.58,27,0.0,0.0,Failed
DLY000890,O026547,4.89,10,51.3,8.72,Delivered
DLY000891,O021161,5.95,16,45.0,19.8,Delivered
DLY000892,O025332,1.18,39,37.3,26.47,Delivered
DLY000893,O000417,5.76,30,66.8,22.83,Delivered
DLY000894,O038314,2.9,25,41.1,28.37,Delivered
DLY000895,O040759,3.07,33,0.0,0.0,Failed
DLY000896,O001407,2.64,14,48.3,78.11,Delivered
DLY000897,O027989,3.58,24,52.4,4.46,Delivered
DLY000898,O020658,1.93,25,30.8,27.05,Delivered
DLY000899,O046982,11.83,18,82.6,107.34,Delivered
DLY000900,O029902,1.11,24,26.8,31.45,Delivered
DLY000901,O032870,5.19,15,52.5,32.53,Delivered
DLY000902,O021614,2.64,12,51.9,8.81,Delivered
DLY000903,O018693,1.15,17,27.5,37.59,Delivered
DLY000904,O014463,0.5,25,43.9,36.57,Delivered
DLY000905,O013530,4.07,34,64.4,22.58,Delivered
DLY000906,O029805,5.01,31,0.0,0.0,Failed
DLY000907,O001445,3.46,16,55.5,223.18,Delivered
DLY000908,O018219,4.02,21,0.0,0.0,Failed
DLY000909,O045064,11.99,31,75.3,82.57,Delivered
DLY000910,O030647,3.76,15,54.4,55.53,Delivered
DLY000911,O049168,5.08,29,57.7,22.0,Delivered
DLY000912,O039990,2.89,28,61.4,33.37,Delivered
DLY000913,O044756,6.4,15,52.7,133.8,Delivered
DLY000914,O048346,0.5,34,67.6,251.81,Delivered
DLY000915,O042970,2.11,25,60.5,78.77,Delivered
DLY000916,O020420,3.64,18,59.8,114.61,Delivered
DLY000917,O010897,2.43,29,51.3,132.85,Delivered
DLY000918,O045621,1.85,10,39.5,77.91,Delivered
DLY000919,O036350,4.51,20,56.7,13.08,Delivered
DLY000920,O019313,2.08,27,40.8,64.96,Delivered
DLY000921,O005583,1.9,18,54.3,20.57,Delivered
DLY000922,O006683,8.18,19,53.3,9.84,Delivered
DLY000923,O030680,6.59,18,0.0,0.0,Failed
DLY000924,O028389,0.55,28,48.6,35.44,Delivered
DLY000925,O006848,7.42,14,49.1,68.59,Delivered
DLY000926,O015982,4.32,14,34.8,16.72,Delivered
DLY000927,O033676,2.19,19,40.7,20.54,Delivered
DLY000928,O047504,1.61,29,42.2,24.19,Delivered
DLY000929,O007566,3.6,11,49.9,47.62,Delivered
DLY000930,O020729,2.12,45,53.3,87.03,Delivered
DLY000931,O007412,1.69,27,0.0,0.0,Failed
DLY000932,O025355,4.21,16,43.8,174.7,Delivered
DLY000933,O047739,2.03,10,20.6,15.59,Delivered
DLY000934,O009759,0.94,28,37.5,14.15,Delivered
DLY000935,O009768,3.84,32,58.2,38.87,Delivered
DLY000936,O007134,11.9,45,77.5,61.74,Delivered
DLY000937,O028594,3.84,33,0.0,0.0,Failed
DLY000938,O041210,7.17,14,59.6,15.64,Delivered
DLY000939,O023112,1.67,15,55.5,94.96,Delivered
DLY000940,O044347,4.97,26,62.8,100.9,Delivered
DLY000941,O022810,2.86,28,46.1,2.97,Delivered
DLY000942,O020508,2.41,25,53.5,79.42,Delivered
DLY000943,O045706,4.08,24,40.1,14.75,Delivered
DLY000944,O021762,3.19,17,39.9,43.16,Delivered
DLY000945,O021496,3.05,43,60.5,20.32,Delivered
DLY000946,O011505,9.27,36,92.8,18.97,Delivered
DLY000947,O032457,4.31,19,52.6,98.73,Delivered
DLY000948,O044210,2.03,13,55.6,29.93,Delivered
DLY000949,O043813,6.87,14,71.3,10.62,Delivered
DLY000950,O018265,4.39,9,32.4,7.41,Delivered
DLY000951,O041115,1.82,40,54.8,14.74,Delivered
DLY000952,O020035,11.0,20,76.7,84.12,Delivered
DLY000953,O010076,5.15,14,43.8,200.76,Delivered
DLY000954,O037297,0.77,19,30.3,68.68,Delivered
DLY000955,O014277,1.84,9,46.4,24.51,Delivered
DLY000956,O035781,4.58,37,89.3,44.44,Delivered
DLY000957,O016871,0.84,22,26.7,36.2,Delivered
DLY000958,O004230,2.9,15,46.9,86.25,Delivered
DLY000959,O049030,1.3,23,37.3,37.47,Delivered
DLY000960,O000168,2.77,24,43.7,16.41,Delivered
DLY000961,O014447,3.38,38,0.0,0.0,Failed
DLY000962,O036717,10.47,21,88.8,10.69,Delivered
